Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-Silver-300-9,,,Silver,,,3.00,,,9,,2395.00,3161.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-Silver-400-5,,,Silver,,,4.00,,,5,,2895.00,3821.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-Silver-400-6,,,Silver,,,4.00,,,6,,2895.00,3821.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-Silver-400-7,,,Silver,,,4.00,,,7,,2895.00,3821.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-Silver-400-8,,,Silver,,,4.00,,,8,,2895.00,3821.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-Silver-400-9,,,Silver,,,4.00,,,9,,2895.00,3821.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-Plat-100-5,,,Platinum,,,1.00,,,5,,1995.00,2633.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-Plat-100-6,,,Platinum,,,1.00,,,6,,1995.00,2633.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-Plat-100-7,,,Platinum,,,1.00,,,7,,1995.00,2633.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-Plat-100-8,,,Platinum,,,1.00,,,8,,1995.00,2633.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-Plat-100-9,,,Platinum,,,1.00,,,9,,1995.00,2633.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-Plat-170-5,,,Platinum,,,1.70,,,5,,2195.00,2897.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-Plat-170-6,,,Platinum,,,1.70,,,6,,2195.00,2897.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-Plat-170-7,,,Platinum,,,1.70,,,7,,2195.00,2897.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-Plat-170-8,,,Platinum,,,1.70,,,8,,2195.00,2897.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-Plat-170-9,,,Platinum,,,1.70,,,9,,2195.00,2897.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-Plat-200-5,,,Platinum,,,2.00,,,5,,2445.00,3227.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-Plat-200-6,,,Platinum,,,2.00,,,6,,2445.00,3227.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-Plat-200-7,,,Platinum,,,2.00,,,7,,2445.00,3227.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-Plat-200-8,,,Platinum,,,2.00,,,8,,2445.00,3227.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-Plat-200-9,,,Platinum,,,2.00,,,9,,2445.00,3227.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-Plat-300-5,,,Platinum,,,3.00,,,5,,2895.00,3821.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-Plat-300-6,,,Platinum,,,3.00,,,6,,2895.00,3821.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-Plat-300-7,,,Platinum,,,3.00,,,7,,2895.00,3821.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-Plat-300-8,,,Platinum,,,3.00,,,8,,2895.00,3821.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-Plat-300-9,,,Platinum,,,3.00,,,9,,2895.00,3821.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-Plat-400-5,,,Platinum,,,4.00,,,5,,3395.00,4481.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-Plat-400-6,,,Platinum,,,4.00,,,6,,3395.00,4481.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-Plat-400-7,,,Platinum,,,4.00,,,7,,3395.00,4481.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-Plat-400-8,,,Platinum,,,4.00,,,8,,3395.00,4481.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-Plat-400-9,,,Platinum,,,4.00,,,9,,3395.00,4481.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-10KWhiteG-100-5,,,10K White Gold,,,1.00,,,5,,1695.00,2237.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-10KWhiteG-100-6,,,10K White Gold,,,1.00,,,6,,1695.00,2237.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-10KWhiteG-100-7,,,10K White Gold,,,1.00,,,7,,1695.00,2237.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-10KWhiteG-100-8,,,10K White Gold,,,1.00,,,8,,1695.00,2237.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-10KWhiteG-100-9,,,10K White Gold,,,1.00,,,9,,1695.00,2237.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-10KWhiteG-170-5,,,10K White Gold,,,1.70,,,5,,1895.00,2501.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-10KWhiteG-170-6,,,10K White Gold,,,1.70,,,6,,1895.00,2501.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-10KWhiteG-170-7,,,10K White Gold,,,1.70,,,7,,1895.00,2501.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-10KWhiteG-170-8,,,10K White Gold,,,1.70,,,8,,1895.00,2501.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-10KWhiteG-170-9,,,10K White Gold,,,1.70,,,9,,1895.00,2501.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-10KWhiteG-200-5,,,10K White Gold,,,2.00,,,5,,2145.00,2831.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-10KWhiteG-200-6,,,10K White Gold,,,2.00,,,6,,2145.00,2831.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-10KWhiteG-200-7,,,10K White Gold,,,2.00,,,7,,2145.00,2831.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-10KWhiteG-200-8,,,10K White Gold,,,2.00,,,8,,2145.00,2831.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-10KWhiteG-200-9,,,10K White Gold,,,2.00,,,9,,2145.00,2831.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-10KWhiteG-300-5,,,10K White Gold,,,3.00,,,5,,2595.00,3425.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-10KWhiteG-300-6,,,10K White Gold,,,3.00,,,6,,2595.00,3425.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-10KWhiteG-300-7,,,10K White Gold,,,3.00,,,7,,2595.00,3425.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-10KWhiteG-300-8,,,10K White Gold,,,3.00,,,8,,2595.00,3425.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-10KWhiteG-300-9,,,10K White Gold,,,3.00,,,9,,2595.00,3425.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-10KWhiteG-400-5,,,10K White Gold,,,4.00,,,5,,3095.00,4085.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-10KWhiteG-400-6,,,10K White Gold,,,4.00,,,6,,3095.00,4085.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-10KWhiteG-400-7,,,10K White Gold,,,4.00,,,7,,3095.00,4085.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-10KWhiteG-400-8,,,10K White Gold,,,4.00,,,8,,3095.00,4085.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-10KWhiteG-400-9,,,10K White Gold,,,4.00,,,9,,3095.00,4085.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-10KYellowG-100-5,,,10K Yellow Gold,,,1.00,,,5,,1645.00,2171.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-10KYellowG-100-6,,,10K Yellow Gold,,,1.00,,,6,,1645.00,2171.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-10KYellowG-100-7,,,10K Yellow Gold,,,1.00,,,7,,1645.00,2171.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-10KYellowG-100-8,,,10K Yellow Gold,,,1.00,,,8,,1645.00,2171.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-10KYellowG-100-9,,,10K Yellow Gold,,,1.00,,,9,,1645.00,2171.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-10KYellowG-170-5,,,10K Yellow Gold,,,1.70,,,5,,1845.00,2435.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-10KYellowG-170-6,,,10K Yellow Gold,,,1.70,,,6,,1845.00,2435.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-10KYellowG-170-7,,,10K Yellow Gold,,,1.70,,,7,,1845.00,2435.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-10KYellowG-170-8,,,10K Yellow Gold,,,1.70,,,8,,1845.00,2435.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-10KYellowG-170-9,,,10K Yellow Gold,,,1.70,,,9,,1845.00,2435.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-10KYellowG-200-5,,,10K Yellow Gold,,,2.00,,,5,,2095.00,2765.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-10KYellowG-200-6,,,10K Yellow Gold,,,2.00,,,6,,2095.00,2765.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-10KYellowG-200-7,,,10K Yellow Gold,,,2.00,,,7,,2095.00,2765.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-10KYellowG-200-8,,,10K Yellow Gold,,,2.00,,,8,,2095.00,2765.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-10KYellowG-200-9,,,10K Yellow Gold,,,2.00,,,9,,2095.00,2765.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-10KYellowG-300-5,,,10K Yellow Gold,,,3.00,,,5,,2545.00,3359.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-10KYellowG-300-6,,,10K Yellow Gold,,,3.00,,,6,,2545.00,3359.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-10KYellowG-300-7,,,10K Yellow Gold,,,3.00,,,7,,2545.00,3359.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-10KYellowG-300-8,,,10K Yellow Gold,,,3.00,,,8,,2545.00,3359.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-10KYellowG-300-9,,,10K Yellow Gold,,,3.00,,,9,,2545.00,3359.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-10KYellowG-400-5,,,10K Yellow Gold,,,4.00,,,5,,3045.00,4019.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-10KYellowG-400-6,,,10K Yellow Gold,,,4.00,,,6,,3045.00,4019.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,engagement-ring-variant-pricing-demo,,,,,,,,DEMO-VRP-10KYellowG-400-7,,,10K Yellow Gold,,,4.00,,,7,,3045.00,4019.00,,TRUE,,,,,,shopify,25,DENY,10,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
